0.488598[a] 0.723555[a] 0.787858[a] 
0.853022[a] 0.648740[a] 0.498248[a] 
0.956379[a] 0.726176[a] 0.317455[a] 
0.827439[a] 0.198162[a] 0.974409[a] 
0.792985[a] 0.493196[a] 0.713829[a] 
0.684400[a] 0.332983[a] 0.982627[a] 
0.828904[a] 0.350366[a] 0.820740[a] 
0.937927[a] 0.088334[a] 0.973749[a] 
0.841108[a] 0.756640[a] 0.402262[a] 
0.855651[a] 0.433503[a] 0.710857[a] 
0.794922[a] 0.864007[a] 0.341082[a] 
0.769642[a] 0.741140[a] 0.489228[a] 
0.854236[a] 0.944930[a] 0.200843[a] 
0.866323[a] 0.341875[a] 0.791812[a] 
0.864035[a] 0.333063[a] 0.802912[a] 
0.127788[a] 0.932768[a] 0.939454[a] 
0.792917[a] 0.665221[a] 0.541872[a] 
0.814632[a] 0.719274[a] 0.466104[a] 
0.926520[a] 0.594439[a] 0.479051[a] 
0.824517[a] 0.544280[a] 0.631214[a] 
0.357823[a] 0.995374[a] 0.646813[a] 
0.129616[a] 0.975658[a] 0.894737[a] 
0.421366[a] 0.662136[a] 0.916508[a] 
0.715969[a] 0.312009[a] 0.972032[a] 
0.451209[a] 0.825108[a] 0.723694[a] 
0.784556[a] 0.546000[a] 0.669454[a] 
0.544056[a] 0.902862[a] 0.553091[a] 
0.825777[a] 0.496344[a] 0.677889[a] 
0.150395[a] 0.876890[a] 0.972725[a] 
0.500230[a] 0.791778[a] 0.708002[a] 
0.681584[a] 0.318468[a] 0.999958[a] 
0.963104[a] 0.203432[a] 0.833474[a] 
0.484161[a] 0.640138[a] 0.875711[a] 
0.407546[a] 0.857562[a] 0.734902[a] 
0.789327[a] 0.382485[a] 0.828198[a] 
0.586259[a] 0.767579[a] 0.646172[a] 
0.871947[a] 0.720477[a] 0.407586[a] 
0.401749[a] 0.750373[a] 0.847888[a] 
0.579145[a] 0.534460[a] 0.886405[a] 
0.758874[a] 0.670812[a] 0.570324[a] 
0.807800[a] 0.371072[a] 0.821137[a] 
0.575548[a] 0.956150[a] 0.468313[a] 
0.916696[a] 0.268869[a] 0.814445[a] 
0.248837[a] 0.891192[a] 0.859980[a] 
0.641554[a] 0.595111[a] 0.763345[a] 
0.899024[a] 0.970283[a] 0.130704[a] 
0.649109[a] 0.392821[a] 0.958080[a] 
0.432180[a] 0.906443[a] 0.661387[a] 
0.801563[a] 0.382017[a] 0.816431[a] 
0.970516[a] 0.665038[a] 0.364455[a] 
0.251514[a] 0.831478[a] 0.917018[a] 
0.908619[a] 0.995608[a] 0.095783[a] 
0.899717[a] 0.639420[a] 0.460873[a] 
0.626763[a] 0.427896[a] 0.945351[a] 
0.831833[a] 0.677043[a] 0.491134[a] 
0.532649[a] 0.629529[a] 0.837832[a] 
0.331097[a] 0.806809[a] 0.862104[a] 
0.798252[a] 0.862357[a] 0.339401[a] 
0.150001[a] 0.997366[a] 0.852643[a] 
0.921925[a] 0.467307[a] 0.610778[a] 
0.652119[a] 0.947134[a] 0.400757[a] 
0.664878[a] 0.977529[a] 0.357602[a] 
0.969259[a] 0.941566[a] 0.089185[a] 
0.518435[a] 0.572690[a] 0.908885[a] 
0.331600[a] 0.920997[a] 0.747412[a] 
0.677225[a] 0.642738[a] 0.680047[a] 
0.967327[a] 0.762556[a] 0.270128[a] 
0.170679[a] 0.894424[a] 0.934906[a] 
0.596112[a] 0.637307[a] 0.766591[a] 
0.813991[a] 0.910107[a] 0.275912[a] 
0.908037[a] 0.765564[a] 0.326408[a] 
0.194127[a] 0.888462[a] 0.917421[a] 
0.752881[a] 0.874581[a] 0.372548[a] 
0.602932[a] 0.522943[a] 0.874135[a] 
0.582793[a] 0.659315[a] 0.757902[a] 
0.932605[a] 0.401722[a] 0.665683[a] 
0.792370[a] 0.515154[a] 0.692486[a] 
0.669869[a] 0.925816[a] 0.404325[a] 
0.631484[a] 0.871541[a] 0.496984[a] 
0.880835[a] 0.471423[a] 0.647753[a] 
0.736307[a] 0.533281[a] 0.730421[a] 
0.795422[a] 0.499704[a] 0.704885[a] 
0.814890[a] 0.637737[a] 0.547383[a] 
0.858909[a] 0.803395[a] 0.337705[a] 
0.435700[a] 0.706776[a] 0.857533[a] 
0.887779[a] 0.914314[a] 0.197916[a] 
0.577450[a] 0.949253[a] 0.473307[a] 
0.806213[a] 0.452591[a] 0.741206[a] 
0.970995[a] 0.177580[a] 0.851436[a] 
0.419757[a] 0.863626[a] 0.716627[a] 
0.759048[a] 0.372926[a] 0.868036[a] 
0.666611[a] 0.955120[a] 0.378279[a] 
0.603116[a] 0.438139[a] 0.958755[a] 
0.541755[a] 0.648417[a] 0.809838[a] 
0.730025[a] 0.517819[a] 0.752166[a] 
0.659500[a] 0.992770[a] 0.347740[a] 
0.458878[a] 0.656943[a] 0.884189[a] 
0.669721[a] 0.534807[a] 0.795481[a] 
0.704489[a] 0.868884[a] 0.426637[a] 
0.778578[a] 0.729254[a] 0.492178[a] 
0.329316[a] 0.832358[a] 0.838336[a] 
0.876512[a] 0.472754[a] 0.650744[a] 
0.628761[a] 0.897102[a] 0.474147[a] 
0.880973[a] 0.887482[a] 0.231555[a] 
0.906866[a] 0.159799[a] 0.933345[a] 
0.312112[a] 0.932469[a] 0.755429[a] 
0.767187[a] 0.962172[a] 0.270651[a] 
0.457818[a] 0.799572[a] 0.742620[a] 
0.492178[a] 0.739366[a] 0.768467[a] 
0.928057[a] 0.901523[a] 0.170430[a] 
0.964957[a] 0.915981[a] 0.119073[a] 
0.858368[a] 0.322933[a] 0.818709[a] 
0.354458[a] 0.741448[a] 0.904105[a] 
0.862494[a] 0.663023[a] 0.474493[a] 
0.820628[a] 0.752415[a] 0.426968[a] 
0.803283[a] 0.713586[a] 0.483141[a] 
0.655971[a] 0.413503[a] 0.930536[a] 
0.932229[a] 0.416336[a] 0.651445[a] 
0.863213[a] 0.731396[a] 0.405401[a] 
0.440628[a] 0.842679[a] 0.716702[a] 
0.852885[a] 0.585792[a] 0.561333[a] 
0.578961[a] 0.517941[a] 0.903108[a] 
0.840553[a] 0.698454[a] 0.461003[a] 
0.546740[a] 0.493032[a] 0.960238[a] 
0.727128[a] 0.529272[a] 0.743610[a] 
0.971999[a] 0.176559[a] 0.851452[a] 
0.430775[a] 0.732167[a] 0.837068[a] 
0.702503[a] 0.834276[a] 0.463231[a] 
0.393528[a] 0.672128[a] 0.934354[a] 
0.643237[a] 0.883758[a] 0.473014[a] 
0.624548[a] 0.470711[a] 0.904752[a] 
0.482292[a] 0.816939[a] 0.700779[a] 
0.450388[a] 0.858351[a] 0.691271[a] 
0.336661[a] 0.882516[a] 0.780833[a] 
0.964627[a] 0.089559[a] 0.945824[a] 
0.872719[a] 0.865584[a] 0.261707[a] 
0.459760[a] 0.620851[a] 0.919398[a] 
0.800172[a] 0.422187[a] 0.777651[a] 
0.061371[a] 0.954796[a] 0.983843[a] 
0.780605[a] 0.563031[a] 0.656374[a] 
0.927480[a] 0.405973[a] 0.666558[a] 
0.864160[a] 0.181899[a] 0.953951[a] 
0.492927[a] 0.552782[a] 0.954301[a] 
0.785476[a] 0.905241[a] 0.309293[a] 
0.948887[a] 0.082400[a] 0.968723[a] 
0.517408[a] 0.617419[a] 0.865183[a] 
0.715871[a] 0.932427[a] 0.351712[a] 
0.859285[a] 0.502842[a] 0.637884[a] 
0.307000[a] 0.793219[a] 0.899791[a] 
0.867968[a] 0.939877[a] 0.192165[a] 
0.679898[a] 0.363647[a] 0.956465[a] 
0.999881[a] 0.538746[a] 0.461384[a] 
0.817347[a] 0.745046[a] 0.437617[a] 
0.301159[a] 0.749560[a] 0.949291[a] 
0.929631[a] 0.618824[a] 0.451555[a] 
0.042826[a] 0.967262[a] 0.989923[a] 
0.918636[a] 0.655391[a] 0.425983[a] 
0.950964[a] 0.170847[a] 0.878199[a] 
0.771676[a] 0.315684[a] 0.912649[a] 
0.914188[a] 0.185522[a] 0.900299[a] 
0.284324[a] 0.896743[a] 0.818943[a] 
0.981510[a] 0.159109[a] 0.859391[a] 
0.635507[a] 0.682256[a] 0.682247[a] 
0.645939[a] 0.814674[a] 0.539398[a] 
0.854524[a] 0.227106[a] 0.918380[a] 
0.405246[a] 0.599753[a] 0.995011[a] 
0.335922[a] 0.812057[a] 0.852031[a] 
0.714232[a] 0.576667[a] 0.709111[a] 
0.900698[a] 0.229878[a] 0.869434[a] 
0.929823[a] 0.447268[a] 0.622920[a] 
0.515527[a] 0.935540[a] 0.548943[a] 
0.822052[a] 0.270234[a] 0.907724[a] 
0.271966[a] 0.814969[a] 0.913075[a] 
0.872739[a] 0.312759[a] 0.814512[a] 
0.455151[a] 0.618959[a] 0.925900[a] 
0.416492[a] 0.742939[a] 0.840579[a] 
0.635340[a] 0.621960[a] 0.742710[a] 
0.949310[a] 0.523221[a] 0.527479[a] 
0.462156[a] 0.799575[a] 0.738279[a] 
0.372668[a] 0.861709[a] 0.765633[a] 
0.409814[a] 0.964201[a] 0.625995[a] 
0.831558[a] 0.908901[a] 0.259551[a] 
0.367178[a] 0.884492[a] 0.748340[a] 
0.379810[a] 0.943339[a] 0.676861[a] 
0.777903[a] 0.629528[a] 0.592579[a] 
0.526906[a] 0.794697[a] 0.678407[a] 
0.831846[a] 0.547787[a] 0.620377[a] 
0.968967[a] 0.276372[a] 0.754671[a] 
0.953924[a] 0.484693[a] 0.561393[a] 
0.883840[a] 0.540434[a] 0.575736[a] 
0.850494[a] 0.955595[a] 0.193921[a] 
0.486397[a] 0.961862[a] 0.551751[a] 
0.678835[a] 0.518906[a] 0.802270[a] 
0.906609[a] 0.336434[a] 0.756968[a] 
0.116746[a] 0.903128[a] 0.980136[a] 
0.625735[a] 0.868378[a] 0.505897[a] 
0.891984[a] 0.175586[a] 0.932440[a] 
0.418983[a] 0.605246[a] 0.975781[a] 
0.968382[a] 0.242724[a] 0.788904[a] 
0.468771[a] 0.981342[a] 0.549897[a] 
0.612616[a] 0.783074[a] 0.604320[a] 
0.500195[a] 0.537137[a] 0.962678[a] 
0.647517[a] 0.802089[a] 0.550404[a] 
0.888390[a] 0.708911[a] 0.402709[a] 
0.844297[a] 0.951969[a] 0.203744[a] 
0.553384[a] 0.824455[a] 0.622172[a] 
0.851899[a] 0.360228[a] 0.787883[a] 
0.827757[a] 0.622975[a] 0.549278[a] 
0.947789[a] 0.486105[a] 0.566116[a] 
0.498443[a] 0.965561[a] 0.536006[a] 
0.684565[a] 0.768787[a] 0.546658[a] 
0.982198[a] 0.128810[a] 0.889002[a] 
0.768006[a] 0.620403[a] 0.611600[a] 
0.184134[a] 0.999951[a] 0.815925[a] 
0.774920[a] 0.525081[a] 0.700010[a] 
0.940304[a] 0.998598[a] 0.061109[a] 
0.490169[a] 0.654610[a] 0.855231[a] 
0.924979[a] 0.857498[a] 0.217533[a] 
0.854319[a] 0.406750[a] 0.738941[a] 
0.787749[a] 0.685739[a] 0.526522[a] 
0.448508[a] 0.831353[a] 0.720149[a] 
0.719379[a] 0.425323[a] 0.855308[a] 
0.801146[a] 0.208736[a] 0.990128[a] 
0.781781[a] 0.652240[a] 0.565989[a] 
0.814210[a] 0.662488[a] 0.523312[a] 
0.534803[a] 0.540511[a] 0.924696[a] 
0.979271[a] 0.725516[a] 0.295223[a] 
0.955258[a] 0.469355[a] 0.575397[a] 
0.903517[a] 0.193827[a] 0.902666[a] 
0.921470[a] 0.632813[a] 0.445726[a] 
0.839550[a] 0.669868[a] 0.490592[a] 
0.849277[a] 0.426854[a] 0.723879[a] 
0.637294[a] 0.871404[a] 0.491312[a] 
0.955921[a] 0.451051[a] 0.593039[a] 
0.490061[a] 0.662811[a] 0.847138[a] 
0.914072[a] 0.095952[a] 0.989987[a] 
0.139713[a] 0.872423[a] 0.987875[a] 
0.974765[a] 0.697664[a] 0.327581[a] 
0.871052[a] 0.623520[a] 0.505438[a] 
0.686587[a] 0.501803[a] 0.811620[a] 
0.532704[a] 0.700110[a] 0.767196[a] 
0.755725[a] 0.974001[a] 0.270284[a] 
0.377422[a] 0.722638[a] 0.899949[a] 
0.955253[a] 0.186364[a] 0.858392[a] 
0.981852[a] 0.980895[a] 0.037262[a] 
0.966848[a] 0.960769[a] 0.072394[a] 
0.897920[a] 0.537732[a] 0.564358[a] 
0.804087[a] 0.622607[a] 0.573316[a] 
0.847509[a] 0.865276[a] 0.287224[a] 
0.899143[a] 0.361699[a] 0.739167[a] 
0.615648[a] 0.923385[a] 0.460977[a] 
0.448488[a] 0.935252[a] 0.616270[a] 
0.833796[a] 0.557383[a] 0.608831[a] 
0.779970[a] 0.876733[a] 0.343307[a] 
0.585593[a] 0.423198[a] 0.991218[a] 
0.846951[a] 0.542514[a] 0.610544[a] 
0.833163[a] 0.452150[a] 0.714697[a] 
0.645766[a] 0.842381[a] 0.511863[a] 
0.622874[a] 0.549830[a] 0.827306[a] 
0.577246[a] 0.782898[a] 0.639866[a] 
0.527442[a] 0.665265[a] 0.807303[a] 
0.670599[a] 0.613193[a] 0.716218[a] 
0.537006[a] 0.874395[a] 0.588609[a] 
0.475242[a] 0.557396[a] 0.967373[a] 
0.292720[a] 0.749582[a] 0.957708[a] 
0.956850[a] 0.553722[a] 0.489438[a] 
0.626213[a] 0.395350[a] 0.978447[a] 
0.844260[a] 0.417413[a] 0.738336[a] 
0.797475[a] 0.385328[a] 0.817207[a] 
0.755950[a] 0.870612[a] 0.373447[a] 
0.658208[a] 0.978396[a] 0.363406[a] 
0.911754[a] 0.393668[a] 0.694587[a] 
0.604378[a] 0.657209[a] 0.738423[a] 
0.931521[a] 0.714189[a] 0.354300[a] 
0.390444[a] 0.647317[a] 0.962249[a] 
0.058664[a] 0.996619[a] 0.944727[a] 
0.957735[a] 0.424927[a] 0.617348[a] 
0.718885[a] 0.340632[a] 0.940493[a] 
0.799328[a] 0.940147[a] 0.260535[a] 
0.504408[a] 0.706520[a] 0.789082[a] 
0.965278[a] 0.182936[a] 0.851796[a] 
0.878492[a] 0.790967[a] 0.330552[a] 
0.601923[a] 0.873852[a] 0.524235[a] 
0.904595[a] 0.763432[a] 0.331983[a] 
0.541761[a] 0.832925[a] 0.625324[a] 
0.935915[a] 0.208046[a] 0.856049[a] 
0.991683[a] 0.960776[a] 0.047552[a] 
0.950182[a] 0.572552[a] 0.477276[a] 
0.789271[a] 0.709465[a] 0.501274[a] 
0.274976[a] 0.884047[a] 0.840988[a] 
0.588868[a] 0.439626[a] 0.971516[a] 
0.964000[a] 0.053309[a] 0.982701[a] 
0.580930[a] 0.836955[a] 0.582125[a] 
0.411595[a] 0.648857[a] 0.939559[a] 
0.438961[a] 0.918848[a] 0.642201[a] 
0.656335[a] 0.374522[a] 0.969153[a] 
0.726788[a] 0.988111[a] 0.285111[a] 
0.832328[a] 0.684265[a] 0.483417[a] 
0.516839[a] 0.920796[a] 0.562375[a] 
0.192031[a] 0.888085[a] 0.919895[a] 
0.691309[a] 0.370958[a] 0.937743[a] 
0.956143[a] 0.853080[a] 0.190787[a] 
0.240394[a] 0.963716[a] 0.795900[a] 
0.746780[a] 0.895807[a] 0.357424[a] 
0.769232[a] 0.585328[a] 0.645449[a] 
0.644092[a] 0.395755[a] 0.960163[a] 
0.922062[a] 0.689100[a] 0.388848[a] 
0.789446[a] 0.372208[a] 0.838356[a] 
0.744051[a] 0.810092[a] 0.445868[a] 
0.765816[a] 0.408691[a] 0.825504[a] 
0.865398[a] 0.299446[a] 0.835166[a] 
0.820726[a] 0.992060[a] 0.187224[a] 
0.993061[a] 0.143661[a] 0.863288[a] 
0.953346[a] 0.152219[a] 0.894445[a] 
0.999808[a] 0.615901[a] 0.384301[a] 
0.064365[a] 0.938538[a] 0.997107[a] 
0.649517[a] 0.631244[a] 0.719249[a] 
0.816376[a] 0.431506[a] 0.752127[a] 
0.502997[a] 0.515420[a] 0.981593[a] 
0.731585[a] 0.316749[a] 0.951676[a] 
0.904996[a] 0.462363[a] 0.632651[a] 
0.146742[a] 0.957525[a] 0.895743[a] 
0.858335[a] 0.226733[a] 0.914942[a] 
0.999189[a] 0.697193[a] 0.303628[a] 
0.612406[a] 0.622445[a] 0.765160[a] 
0.737590[a] 0.787504[a] 0.474916[a] 
0.804686[a] 0.616401[a] 0.578924[a] 
0.721809[a] 0.656303[a] 0.621898[a] 
0.518705[a] 0.859354[a] 0.621951[a] 
0.697790[a] 0.948333[a] 0.353887[a] 
0.991284[a] 0.958358[a] 0.050368[a] 
0.881700[a] 0.789444[a] 0.328866[a] 
0.619850[a] 0.468831[a] 0.911329[a] 
0.834136[a] 0.700499[a] 0.465376[a] 
0.405334[a] 0.739041[a] 0.855634[a] 
0.729997[a] 0.943348[a] 0.326665[a] 
0.932459[a] 0.903916[a] 0.163635[a] 
0.614195[a] 0.752127[a] 0.633689[a] 
0.773001[a] 0.760801[a] 0.466207[a] 
0.251560[a] 0.892183[a] 0.856267[a] 
0.656406[a] 0.384933[a] 0.958672[a] 
0.518750[a] 0.622341[a] 0.858919[a] 
0.727872[a] 0.584619[a] 0.687520[a] 
0.146770[a] 0.871114[a] 0.982127[a] 
0.863161[a] 0.384223[a] 0.752627[a] 
0.857772[a] 0.734708[a] 0.407531[a] 
0.688375[a] 0.566186[a] 0.745449[a] 
0.659642[a] 0.604945[a] 0.735423[a] 
0.814026[a] 0.947625[a] 0.238359[a] 
0.383378[a] 0.627387[a] 0.989246[a] 
0.461242[a] 0.714834[a] 0.823934[a] 
0.743564[a] 0.268517[a] 0.987929[a] 
0.735243[a] 0.516416[a] 0.748351[a] 
0.836383[a] 0.325805[a] 0.837821[a] 
0.441509[a] 0.903607[a] 0.654894[a] 
0.944609[a] 0.085525[a] 0.969875[a] 
0.193369[a] 0.858672[a] 0.947970[a] 
0.913128[a] 0.788172[a] 0.298710[a] 
0.831357[a] 0.503847[a] 0.664807[a] 
0.180776[a] 0.831080[a] 0.988153[a] 
0.904401[a] 0.781313[a] 0.314296[a] 
0.434434[a] 0.718857[a] 0.846719[a] 
0.324808[a] 0.874090[a] 0.801112[a] 
0.702913[a] 0.994898[a] 0.302199[a] 
0.930515[a] 0.458907[a] 0.610588[a] 
0.849321[a] 0.981019[a] 0.169670[a] 
0.340632[a] 0.856752[a] 0.802626[a] 
0.748614[a] 0.818819[a] 0.432578[a] 
0.788155[a] 0.336668[a] 0.875187[a] 
0.990567[a] 0.079752[a] 0.929690[a] 
0.771507[a] 0.952491[a] 0.276013[a] 
0.858515[a] 0.267551[a] 0.873944[a] 
0.908622[a] 0.128848[a] 0.962540[a] 
0.543423[a] 0.955066[a] 0.501521[a] 
0.449571[a] 0.669494[a] 0.880945[a] 
0.353570[a] 0.872658[a] 0.773782[a] 
0.968911[a] 0.272183[a] 0.758915[a] 
0.878525[a] 0.814198[a] 0.307287[a] 
0.819608[a] 0.901361[a] 0.279040[a] 
0.294079[a] 0.821368[a] 0.884563[a] 
0.837077[a] 0.340448[a] 0.822485[a] 
0.791297[a] 0.706894[a] 0.501818[a] 
0.797143[a] 0.323444[a] 0.879423[a] 
0.907350[a] 0.554949[a] 0.537711[a] 
0.576050[a] 0.567430[a] 0.856531[a] 
0.901258[a] 0.107469[a] 0.991284[a] 
0.534342[a] 0.835428[a] 0.630241[a] 
0.735765[a] 0.738651[a] 0.525594[a] 
0.597272[a] 0.976287[a] 0.426451[a] 
0.784024[a] 0.830776[a] 0.385210[a] 
0.229317[a] 0.848146[a] 0.922547[a] 
0.298372[a] 0.753622[a] 0.948016[a] 
0.746888[a] 0.361903[a] 0.891219[a] 
0.817850[a] 0.402389[a] 0.779771[a] 
0.709618[a] 0.774265[a] 0.516127[a] 
0.849411[a] 0.332665[a] 0.817934[a] 
0.510381[a] 0.549594[a] 0.940034[a] 
0.930715[a] 0.289122[a] 0.780173[a] 
0.128193[a] 0.881279[a] 0.990537[a] 
0.683672[a] 0.574520[a] 0.741818[a] 
0.618555[a] 0.576871[a] 0.804585[a] 
0.189588[a] 0.970780[a] 0.839642[a] 
0.533677[a] 0.893531[a] 0.572802[a] 
0.719007[a] 0.656198[a] 0.624805[a] 
0.764838[a] 0.417203[a] 0.817969[a] 
0.561793[a] 0.938750[a] 0.499467[a] 
0.591351[a] 0.808597[a] 0.600062[a] 
0.730243[a] 0.443602[a] 0.826165[a] 
0.683461[a] 0.679924[a] 0.636625[a] 
0.648454[a] 0.366300[a] 0.985257[a] 
0.329959[a] 0.685329[a] 0.984723[a] 
0.859865[a] 0.222767[a] 0.917377[a] 
0.924048[a] 0.334181[a] 0.741781[a] 
0.660740[a] 0.993113[a] 0.346157[a] 
0.831721[a] 0.962064[a] 0.206225[a] 
0.475463[a] 0.917405[a] 0.607142[a] 
0.597201[a] 0.496290[a] 0.906519[a] 
0.863912[a] 0.885760[a] 0.250338[a] 
0.731028[a] 0.737867[a] 0.531115[a] 
0.424740[a] 0.717425[a] 0.857845[a] 
0.238831[a] 0.782206[a] 0.978974[a] 
0.519021[a] 0.699556[a] 0.781432[a] 
0.835243[a] 0.916526[a] 0.248241[a] 
0.605387[a] 0.660034[a] 0.734589[a] 
0.452748[a] 0.748759[a] 0.798504[a] 
0.850002[a] 0.363360[a] 0.786648[a] 
0.804926[a] 0.909469[a] 0.285614[a] 
0.519602[a] 0.872126[a] 0.608282[a] 
0.949454[a] 0.985090[a] 0.065466[a] 
0.323557[a] 0.952463[a] 0.723990[a] 
0.771536[a] 0.306102[a] 0.922372[a] 
0.537748[a] 0.890800[a] 0.571462[a] 
0.899806[a] 0.786156[a] 0.314048[a] 
0.679861[a] 0.341776[a] 0.978373[a] 
0.547578[a] 0.935689[a] 0.516744[a] 
0.887952[a] 0.683146[a] 0.428912[a] 
0.630443[a] 0.550164[a] 0.819404[a] 
0.797791[a] 0.793191[a] 0.409028[a] 
0.321014[a] 0.826473[a] 0.852523[a] 
0.635210[a] 0.538617[a] 0.826183[a] 
0.760202[a] 0.981920[a] 0.257889[a] 
0.932992[a] 0.377986[a] 0.689032[a] 
0.543031[a] 0.680346[a] 0.776633[a] 
0.656899[a] 0.921691[a] 0.421420[a] 
0.568979[a] 0.542074[a] 0.888957[a] 
0.904816[a] 0.478524[a] 0.616670[a] 
0.789129[a] 0.461001[a] 0.749880[a] 
0.968154[a] 0.927972[a] 0.103884[a] 
0.960853[a] 0.895578[a] 0.143579[a] 
0.212462[a] 0.908272[a] 0.879276[a] 
0.867975[a] 0.419285[a] 0.712750[a] 
0.578546[a] 0.739805[a] 0.681659[a] 
0.852096[a] 0.305133[a] 0.842781[a] 
0.749429[a] 0.813025[a] 0.437556[a] 
0.683637[a] 0.762661[a] 0.553712[a] 
0.437384[a] 0.703501[a] 0.859125[a] 
0.765336[a] 0.449728[a] 0.784946[a] 
0.944283[a] 0.550213[a] 0.505515[a] 
0.282776[a] 0.905670[a] 0.811564[a] 
0.877759[a] 0.943348[a] 0.178903[a] 
0.491832[a] 0.537940[a] 0.970239[a] 
0.646411[a] 0.754055[a] 0.599544[a] 
0.923469[a] 0.143343[a] 0.933197[a] 
0.633183[a] 0.828435[a] 0.538391[a] 
0.617619[a] 0.568691[a] 0.813700[a] 
0.469019[a] 0.837024[a] 0.693967[a] 
0.885597[a] 0.780248[a] 0.334165[a] 
0.894762[a] 0.172798[a] 0.932451[a] 
0.953810[a] 0.506785[a] 0.539415[a] 
0.475843[a] 0.814717[a] 0.709450[a] 
0.831902[a] 0.381497[a] 0.786611[a] 
0.387125[a] 0.690177[a] 0.922708[a] 
0.615392[a] 0.798497[a] 0.586120[a] 
0.179220[a] 0.973929[a] 0.846861[a] 
0.924899[a] 0.732837[a] 0.342274[a] 
0.628607[a] 0.867620[a] 0.503783[a] 
0.687278[a] 0.880719[a] 0.432014[a] 
0.729602[a] 0.748989[a] 0.521420[a] 
0.800257[a] 0.254778[a] 0.944975[a] 
0.508541[a] 0.932983[a] 0.558486[a] 
0.251910[a] 0.996814[a] 0.751286[a] 
0.445325[a] 0.642769[a] 0.911915[a] 
0.498278[a] 0.843069[a] 0.658663[a] 
0.447289[a] 0.563951[a] 0.988770[a] 
0.695616[a] 0.658726[a] 0.645668[a] 
0.560828[a] 0.670544[a] 0.768638[a] 
0.666726[a] 0.786972[a] 0.546313[a] 
0.780288[a] 0.385858[a] 0.833864[a] 
0.336038[a] 0.666608[a] 0.997365[a] 
0.673511[a] 0.642794[a] 0.683706[a] 
0.981819[a] 0.390721[a] 0.627471[a] 
0.825753[a] 0.468255[a] 0.706003[a] 
0.916383[a] 0.672306[a] 0.411322[a] 
0.787766[a] 0.249450[a] 0.962794[a] 
0.754592[a] 0.813087[a] 0.432330[a] 
0.353937[a] 0.896239[a] 0.749834[a] 
0.968664[a] 0.580762[a] 0.450584[a] 
0.276157[a] 0.742247[a] 0.981606[a] 
0.556120[a] 0.896656[a] 0.547234[a] 
0.202784[a] 0.942987[a] 0.854239[a] 
0.831824[a] 0.686781[a] 0.481405[a] 
0.183705[a] 0.826007[a] 0.990298[a] 
0.661824[a] 0.798468[a] 0.539718[a] 
0.652432[a] 0.576341[a] 0.771237[a] 
