0.168861[a] 0.545108[a] 0.286041[a] 
0.186050[a] 0.716697[a] 0.097263[a] 
0.303155[a] 0.433547[a] 0.263308[a] 
0.224135[a] 0.042416[a] 0.733458[a] 
0.491463[a] 0.328598[a] 0.179949[a] 
0.258876[a] 0.615148[a] 0.125986[a] 
0.113206[a] 0.179210[a] 0.707594[a] 
0.198978[a] 0.031114[a] 0.769918[a] 
0.323020[a] 0.505014[a] 0.171976[a] 
0.245811[a] 0.034576[a] 0.719623[a] 
0.248119[a] 0.305328[a] 0.446564[a] 
0.070322[a] 0.187252[a] 0.742436[a] 
0.863390[a] 0.075839[a] 0.060781[a] 
0.955468[a] 0.034481[a] 0.010061[a] 
0.255228[a] 0.335282[a] 0.409500[a] 
0.329638[a] 0.357597[a] 0.312775[a] 
0.091367[a] 0.392638[a] 0.516006[a] 
0.297332[a] 0.226129[a] 0.476549[a] 
0.142420[a] 0.790834[a] 0.066756[a] 
0.391868[a] 0.204558[a] 0.403584[a] 
0.012818[a] 0.672973[a] 0.314220[a] 
0.502209[a] 0.119932[a] 0.377869[a] 
0.215766[a] 0.130082[a] 0.654162[a] 
0.112584[a] 0.412749[a] 0.474677[a] 
0.749530[a] 0.101440[a] 0.149040[a] 
0.233180[a] 0.229451[a] 0.537380[a] 
0.274129[a] 0.249293[a] 0.476588[a] 
0.598919[a] 0.101704[a] 0.299387[a] 
0.051176[a] 0.107465[a] 0.841369[a] 
0.505745[a] 0.249399[a] 0.244866[a] 
0.170999[a] 0.291227[a] 0.537785[a] 
0.481980[a] 0.458517[a] 0.059513[a] 
0.763164[a] 0.070251[a] 0.166595[a] 
0.527089[a] 0.097581[a] 0.375340[a] 
0.014882[a] 0.366176[a] 0.618952[a] 
0.124337[a] 0.556265[a] 0.319408[a] 
0.133640[a] 0.412023[a] 0.454346[a] 
0.340136[a] 0.399213[a] 0.260661[a] 
0.194567[a] 0.047839[a] 0.757604[a] 
0.369583[a] 0.327198[a] 0.303228[a] 
0.400932[a] 0.449248[a] 0.149830[a] 
0.049199[a] 0.082661[a] 0.868150[a] 
0.157466[a] 0.681754[a] 0.160790[a] 
0.287145[a] 0.709271[a] 0.003594[a] 
0.260826[a] 0.612235[a] 0.126949[a] 
0.662081[a] 0.190708[a] 0.147221[a] 
0.068599[a] 0.790966[a] 0.140445[a] 
0.109869[a] 0.094447[a] 0.795693[a] 
0.075012[a] 0.896861[a] 0.028137[a] 
0.255812[a] 0.224430[a] 0.519768[a] 
0.128597[a] 0.696540[a] 0.174873[a] 
0.061005[a] 0.772846[a] 0.166158[a] 
0.309925[a] 0.391120[a] 0.298965[a] 
0.109671[a] 0.590245[a] 0.300094[a] 
0.306568[a] 0.599247[a] 0.094196[a] 
0.338306[a] 0.294091[a] 0.367612[a] 
0.216147[a] 0.331555[a] 0.452308[a] 
0.500000[a] 0.210175[a] 0.289836[a] 
0.357715[a] 0.089341[a] 0.552954[a] 
0.168053[a] 0.151017[a] 0.680940[a] 
0.473369[a] 0.212078[a] 0.314563[a] 
0.130404[a] 0.165137[a] 0.704469[a] 
0.139102[a] 0.773787[a] 0.087121[a] 
0.349402[a] 0.313027[a] 0.337580[a] 
0.406990[a] 0.540475[a] 0.052545[a] 
0.104402[a] 0.161430[a] 0.734178[a] 
0.855807[a] 0.144191[a] 0.000013[a] 
0.771510[a] 0.134591[a] 0.093909[a] 
0.776411[a] 0.085944[a] 0.137655[a] 
0.632628[a] 0.243826[a] 0.123556[a] 
0.838984[a] 0.019225[a] 0.141801[a] 
0.179039[a] 0.156166[a] 0.664805[a] 
0.248275[a] 0.127742[a] 0.623993[a] 
0.052835[a] 0.865612[a] 0.081563[a] 
0.584832[a] 0.284089[a] 0.131089[a] 
0.204087[a] 0.565658[a] 0.230265[a] 
0.459100[a] 0.484627[a] 0.056283[a] 
0.675656[a] 0.308868[a] 0.015486[a] 
0.190543[a] 0.124838[a] 0.684629[a] 
0.338313[a] 0.584938[a] 0.076759[a] 
0.749074[a] 0.237101[a] 0.013835[a] 
0.198295[a] 0.640486[a] 0.161228[a] 
0.279814[a] 0.138272[a] 0.581924[a] 
0.107945[a] 0.335985[a] 0.556080[a] 
0.026639[a] 0.191206[a] 0.782166[a] 
0.716277[a] 0.070329[a] 0.213404[a] 
0.070826[a] 0.160125[a] 0.769059[a] 
0.288225[a] 0.463530[a] 0.248254[a] 
0.583308[a] 0.200729[a] 0.215973[a] 
0.273274[a] 0.545646[a] 0.181091[a] 
0.062518[a] 0.498767[a] 0.438725[a] 
0.646393[a] 0.002766[a] 0.350851[a] 
0.926970[a] 0.017695[a] 0.055345[a] 
0.118269[a] 0.430590[a] 0.451150[a] 
0.591531[a] 0.198046[a] 0.210433[a] 
0.590724[a] 0.040870[a] 0.368416[a] 
0.248749[a] 0.524950[a] 0.226312[a] 
0.199138[a] 0.444007[a] 0.356865[a] 
0.163468[a] 0.757142[a] 0.079400[a] 
0.147099[a] 0.760303[a] 0.092608[a] 
0.124433[a] 0.402475[a] 0.473102[a] 
0.714827[a] 0.244944[a] 0.040239[a] 
0.240730[a] 0.542039[a] 0.217241[a] 
0.424103[a] 0.452369[a] 0.123538[a] 
0.247075[a] 0.513099[a] 0.239836[a] 
0.058494[a] 0.550602[a] 0.390913[a] 
0.827698[a] 0.085814[a] 0.086498[a] 
0.339615[a] 0.082377[a] 0.578018[a] 
0.261655[a] 0.038470[a] 0.699884[a] 
0.057401[a] 0.801403[a] 0.141206[a] 
0.044206[a] 0.061999[a] 0.893805[a] 
0.639227[a] 0.089850[a] 0.270933[a] 
0.604658[a] 0.120611[a] 0.274741[a] 
0.191560[a] 0.778847[a] 0.029603[a] 
0.353591[a] 0.627904[a] 0.018515[a] 
0.177051[a] 0.318524[a] 0.504435[a] 
0.517684[a] 0.185864[a] 0.296463[a] 
0.027142[a] 0.583442[a] 0.389426[a] 
0.520695[a] 0.133365[a] 0.345950[a] 
0.023413[a] 0.293100[a] 0.683497[a] 
0.011467[a] 0.418261[a] 0.570282[a] 
0.200153[a] 0.596279[a] 0.203578[a] 
0.058050[a] 0.424402[a] 0.517558[a] 
0.487533[a] 0.166730[a] 0.345747[a] 
0.543061[a] 0.358775[a] 0.098174[a] 
0.549035[a] 0.080799[a] 0.370176[a] 
0.437457[a] 0.102031[a] 0.460522[a] 
0.656356[a] 0.070100[a] 0.273553[a] 
0.262854[a] 0.232631[a] 0.504525[a] 
0.080681[a] 0.780258[a] 0.139071[a] 
0.346436[a] 0.243575[a] 0.409999[a] 
0.393089[a] 0.302227[a] 0.304693[a] 
0.067140[a] 0.579189[a] 0.353680[a] 
0.660427[a] 0.038216[a] 0.301367[a] 
0.088102[a] 0.597499[a] 0.314408[a] 
0.278282[a] 0.183270[a] 0.538457[a] 
0.362174[a] 0.227393[a] 0.410443[a] 
0.402150[a] 0.057708[a] 0.540152[a] 
0.462538[a] 0.150183[a] 0.387289[a] 
0.277815[a] 0.255520[a] 0.466675[a] 
0.466020[a] 0.040772[a] 0.493218[a] 
0.103292[a] 0.644508[a] 0.252210[a] 
0.244255[a] 0.524472[a] 0.231284[a] 
0.409747[a] 0.106630[a] 0.483633[a] 
0.705347[a] 0.275190[a] 0.019473[a] 
0.119271[a] 0.597805[a] 0.282934[a] 
0.295655[a] 0.351924[a] 0.352431[a] 
0.775092[a] 0.015338[a] 0.209580[a] 
0.349197[a] 0.506381[a] 0.144432[a] 
0.127078[a] 0.479586[a] 0.393346[a] 
0.572172[a] 0.101422[a] 0.326416[a] 
0.005825[a] 0.180369[a] 0.813816[a] 
0.029226[a] 0.634383[a] 0.336402[a] 
0.740122[a] 0.092826[a] 0.167062[a] 
0.250359[a] 0.126922[a] 0.622729[a] 
0.017168[a] 0.675992[a] 0.306849[a] 
0.219414[a] 0.260386[a] 0.520211[a] 
0.030753[a] 0.382350[a] 0.586907[a] 
0.315312[a] 0.394135[a] 0.290563[a] 
0.383807[a] 0.188076[a] 0.428127[a] 
0.181052[a] 0.663026[a] 0.155932[a] 
0.447689[a] 0.441506[a] 0.110815[a] 
0.314608[a] 0.068587[a] 0.616814[a] 
0.173036[a] 0.450020[a] 0.376954[a] 
0.735248[a] 0.095315[a] 0.169446[a] 
0.124913[a] 0.081109[a] 0.793988[a] 
0.454747[a] 0.326352[a] 0.218911[a] 
0.183145[a] 0.525591[a] 0.291275[a] 
0.605455[a] 0.020028[a] 0.374527[a] 
0.021395[a] 0.117138[a] 0.861477[a] 
0.270287[a] 0.308831[a] 0.420891[a] 
0.320186[a] 0.597280[a] 0.082544[a] 
0.239226[a] 0.343505[a] 0.417279[a] 
0.004187[a] 0.337620[a] 0.658203[a] 
0.084115[a] 0.183938[a] 0.731957[a] 
0.618805[a] 0.156105[a] 0.225100[a] 
0.161767[a] 0.301613[a] 0.536630[a] 
0.082334[a] 0.342773[a] 0.574902[a] 
0.140079[a] 0.576431[a] 0.283500[a] 
0.121342[a] 0.818453[a] 0.060215[a] 
0.363280[a] 0.264578[a] 0.372152[a] 
0.155613[a] 0.357045[a] 0.487352[a] 
0.059003[a] 0.674685[a] 0.266322[a] 
0.862986[a] 0.010374[a] 0.126651[a] 
0.257828[a] 0.522235[a] 0.219947[a] 
0.072182[a] 0.695088[a] 0.232739[a] 
0.145729[a] 0.685747[a] 0.168535[a] 
0.519535[a] 0.027066[a] 0.453409[a] 
0.057469[a] 0.754728[a] 0.187814[a] 
0.183446[a] 0.565867[a] 0.250696[a] 
0.560606[a] 0.329461[a] 0.109943[a] 
0.436450[a] 0.443573[a] 0.119986[a] 
0.409115[a] 0.155746[a] 0.435149[a] 
0.542108[a] 0.033946[a] 0.423956[a] 
0.044745[a] 0.228847[a] 0.726418[a] 
0.088769[a] 0.599469[a] 0.311772[a] 
0.221260[a] 0.529518[a] 0.249233[a] 
0.300373[a] 0.203245[a] 0.496391[a] 
0.049668[a] 0.071218[a] 0.879124[a] 
0.066903[a] 0.918785[a] 0.014323[a] 
0.235854[a] 0.554942[a] 0.209214[a] 
0.099572[a] 0.625111[a] 0.275327[a] 
0.653909[a] 0.112595[a] 0.233507[a] 
0.640935[a] 0.322134[a] 0.036940[a] 
0.593846[a] 0.215446[a] 0.190718[a] 
0.423050[a] 0.305652[a] 0.271308[a] 
0.439222[a] 0.338032[a] 0.222756[a] 
0.334093[a] 0.486137[a] 0.179780[a] 
0.380369[a] 0.312234[a] 0.307406[a] 
0.062582[a] 0.004574[a] 0.932854[a] 
0.776932[a] 0.136176[a] 0.086903[a] 
0.314068[a] 0.361851[a] 0.324091[a] 
0.243996[a] 0.459241[a] 0.296773[a] 
0.337371[a] 0.383250[a] 0.279389[a] 
0.090082[a] 0.465588[a] 0.444340[a] 
0.463479[a] 0.438223[a] 0.098308[a] 
0.156569[a] 0.012490[a] 0.830951[a] 
0.872345[a] 0.039217[a] 0.088448[a] 
0.027988[a] 0.445452[a] 0.526570[a] 
0.428394[a] 0.273936[a] 0.297680[a] 
0.371083[a] 0.120547[a] 0.508380[a] 
0.595665[a] 0.326587[a] 0.077758[a] 
0.245277[a] 0.109811[a] 0.644922[a] 
0.807847[a] 0.109227[a] 0.082936[a] 
0.400551[a] 0.499125[a] 0.100334[a] 
0.491966[a] 0.316775[a] 0.191269[a] 
0.468606[a] 0.026917[a] 0.504487[a] 
0.583925[a] 0.002946[a] 0.413138[a] 
0.534299[a] 0.036638[a] 0.429073[a] 
0.405942[a] 0.025589[a] 0.568480[a] 
0.145015[a] 0.008566[a] 0.846429[a] 
0.183061[a] 0.554931[a] 0.262018[a] 
0.197915[a] 0.060290[a] 0.741805[a] 
0.180116[a] 0.387514[a] 0.432380[a] 
0.753182[a] 0.195004[a] 0.051824[a] 
0.338173[a] 0.230538[a] 0.431299[a] 
0.036097[a] 0.434830[a] 0.529083[a] 
0.201415[a] 0.185222[a] 0.613373[a] 
0.037703[a] 0.029069[a] 0.933239[a] 
0.199595[a] 0.553530[a] 0.246885[a] 
0.209449[a] 0.332947[a] 0.457613[a] 
0.438219[a] 0.498144[a] 0.063647[a] 
0.416743[a] 0.141642[a] 0.441624[a] 
0.370019[a] 0.463648[a] 0.166343[a] 
0.091630[a] 0.595061[a] 0.313319[a] 
0.741318[a] 0.239272[a] 0.019420[a] 
0.866659[a] 0.064348[a] 0.069002[a] 
0.285289[a] 0.573936[a] 0.140785[a] 
0.028722[a] 0.014324[a] 0.956964[a] 
0.046770[a] 0.352953[a] 0.600287[a] 
0.259141[a] 0.251708[a] 0.489161[a] 
0.258740[a] 0.420735[a] 0.320534[a] 
0.261272[a] 0.552824[a] 0.185915[a] 
0.194196[a] 0.108248[a] 0.697566[a] 
0.014371[a] 0.237988[a] 0.747651[a] 
0.164090[a] 0.483493[a] 0.352427[a] 
0.756471[a] 0.180428[a] 0.063111[a] 
0.636486[a] 0.178971[a] 0.184553[a] 
0.842070[a] 0.014047[a] 0.143893[a] 
0.306438[a] 0.161935[a] 0.531637[a] 
0.699569[a] 0.058951[a] 0.241490[a] 
0.673153[a] 0.030725[a] 0.296131[a] 
0.105802[a] 0.604551[a] 0.289657[a] 
0.464314[a] 0.480415[a] 0.055281[a] 
0.526812[a] 0.439347[a] 0.033851[a] 
0.298770[a] 0.687868[a] 0.013372[a] 
0.032017[a] 0.757940[a] 0.210053[a] 
0.217596[a] 0.741458[a] 0.040956[a] 
0.431460[a] 0.486579[a] 0.081971[a] 
0.932425[a] 0.022247[a] 0.045339[a] 
0.161639[a] 0.066179[a] 0.772192[a] 
0.258723[a] 0.584986[a] 0.156302[a] 
0.540062[a] 0.351486[a] 0.108462[a] 
0.526367[a] 0.072778[a] 0.400865[a] 
0.644229[a] 0.082409[a] 0.273372[a] 
0.522431[a] 0.405498[a] 0.072081[a] 
0.707620[a] 0.078772[a] 0.213618[a] 
0.194725[a] 0.606186[a] 0.199099[a] 
0.043088[a] 0.081021[a] 0.875901[a] 
0.784221[a] 0.174821[a] 0.040968[a] 
0.379626[a] 0.134167[a] 0.486217[a] 
0.159279[a] 0.709974[a] 0.130756[a] 
0.205679[a] 0.721079[a] 0.073252[a] 
0.166634[a] 0.637413[a] 0.195963[a] 
0.215124[a] 0.744249[a] 0.040637[a] 
0.583782[a] 0.047424[a] 0.368804[a] 
0.159777[a] 0.682764[a] 0.157469[a] 
0.937564[a] 0.024708[a] 0.037738[a] 
0.033397[a] 0.654948[a] 0.311666[a] 
0.224416[a] 0.063173[a] 0.712421[a] 
0.656047[a] 0.248103[a] 0.095861[a] 
0.136532[a] 0.287201[a] 0.576277[a] 
0.140311[a] 0.409689[a] 0.450009[a] 
0.369891[a] 0.569999[a] 0.060120[a] 
0.428286[a] 0.352429[a] 0.219295[a] 
0.190439[a] 0.095591[a] 0.713981[a] 
0.450229[a] 0.330291[a] 0.219489[a] 
0.153428[a] 0.478407[a] 0.368175[a] 
0.747743[a] 0.151810[a] 0.100457[a] 
0.123012[a] 0.331557[a] 0.545441[a] 
0.362755[a] 0.200679[a] 0.436576[a] 
0.062258[a] 0.360853[a] 0.576899[a] 
0.043238[a] 0.001249[a] 0.955523[a] 
0.686871[a] 0.091358[a] 0.221781[a] 
0.066128[a] 0.016562[a] 0.917320[a] 
0.202420[a] 0.301105[a] 0.496485[a] 
0.461232[a] 0.276676[a] 0.262102[a] 
0.147520[a] 0.538501[a] 0.313989[a] 
0.485176[a] 0.169078[a] 0.345756[a] 
0.361860[a] 0.063068[a] 0.575082[a] 
0.495187[a] 0.208534[a] 0.296289[a] 
0.616240[a] 0.148104[a] 0.235666[a] 
0.002948[a] 0.936478[a] 0.060583[a] 
0.582447[a] 0.334835[a] 0.082728[a] 
0.013851[a] 0.278214[a] 0.707945[a] 
0.120529[a] 0.004826[a] 0.874655[a] 
0.064756[a] 0.171697[a] 0.763557[a] 
0.265214[a] 0.212163[a] 0.522633[a] 
0.297003[a] 0.409940[a] 0.293067[a] 
0.430608[a] 0.156331[a] 0.413071[a] 
0.718375[a] 0.005159[a] 0.276476[a] 
0.122960[a] 0.341049[a] 0.536001[a] 
0.336376[a] 0.560990[a] 0.102643[a] 
0.703638[a] 0.223357[a] 0.073015[a] 
0.056046[a] 0.110296[a] 0.833668[a] 
0.145245[a] 0.564151[a] 0.290614[a] 
0.207036[a] 0.464778[a] 0.328197[a] 
0.763695[a] 0.197418[a] 0.038897[a] 
0.194724[a] 0.346510[a] 0.458777[a] 
0.342393[a] 0.019380[a] 0.638237[a] 
0.022151[a] 0.532958[a] 0.444901[a] 
0.310811[a] 0.153670[a] 0.535529[a] 
0.388717[a] 0.059605[a] 0.551687[a] 
0.137554[a] 0.511101[a] 0.351355[a] 
0.337133[a] 0.070019[a] 0.592859[a] 
0.010368[a] 0.515617[a] 0.474025[a] 
0.073465[a] 0.263460[a] 0.663085[a] 
0.000893[a] 0.348815[a] 0.650302[a] 
0.271111[a] 0.680297[a] 0.048602[a] 
0.643115[a] 0.319209[a] 0.037686[a] 
0.462303[a] 0.200108[a] 0.337599[a] 
0.084504[a] 0.420669[a] 0.494837[a] 
0.862032[a] 0.071306[a] 0.066672[a] 
0.332235[a] 0.339560[a] 0.328214[a] 
0.163687[a] 0.749719[a] 0.086604[a] 
0.811975[a] 0.003702[a] 0.184333[a] 
0.140365[a] 0.525200[a] 0.334445[a] 
0.957113[a] 0.006979[a] 0.035918[a] 
0.147147[a] 0.317399[a] 0.535464[a] 
0.014246[a] 0.022369[a] 0.963395[a] 
0.481415[a] 0.353589[a] 0.165006[a] 
0.120046[a] 0.195697[a] 0.684267[a] 
0.535277[a] 0.069219[a] 0.395514[a] 
0.264166[a] 0.047197[a] 0.688647[a] 
0.411518[a] 0.379677[a] 0.208815[a] 
0.335943[a] 0.332626[a] 0.331441[a] 
0.025384[a] 0.890959[a] 0.083667[a] 
0.609491[a] 0.303019[a] 0.087500[a] 
0.002456[a] 0.649270[a] 0.348283[a] 
0.185784[a] 0.434486[a] 0.379741[a] 
0.775260[a] 0.172685[a] 0.052065[a] 
0.309822[a] 0.163609[a] 0.526580[a] 
0.578113[a] 0.418583[a] 0.003314[a] 
0.483619[a] 0.017397[a] 0.498994[a] 
0.130591[a] 0.518294[a] 0.351125[a] 
0.371219[a] 0.008219[a] 0.620572[a] 
0.717337[a] 0.202284[a] 0.080389[a] 
0.703249[a] 0.201479[a] 0.095282[a] 
0.309739[a] 0.684886[a] 0.005386[a] 
0.009929[a] 0.541977[a] 0.448104[a] 
0.664983[a] 0.299114[a] 0.035913[a] 
0.037809[a] 0.880002[a] 0.082199[a] 
0.397989[a] 0.582796[a] 0.019225[a] 
0.304673[a] 0.085375[a] 0.609963[a] 
0.385092[a] 0.487434[a] 0.127483[a] 
0.812488[a] 0.077056[a] 0.110466[a] 
0.542716[a] 0.043268[a] 0.414026[a] 
0.148494[a] 0.562031[a] 0.289485[a] 
0.472562[a] 0.137889[a] 0.389559[a] 
0.810358[a] 0.138591[a] 0.051062[a] 
0.350778[a] 0.366631[a] 0.282601[a] 
0.043544[a] 0.856263[a] 0.100203[a] 
0.614220[a] 0.046570[a] 0.339221[a] 
0.879530[a] 0.033750[a] 0.086730[a] 
0.134402[a] 0.436728[a] 0.428879[a] 
0.776075[a] 0.146017[a] 0.077918[a] 
0.041279[a] 0.143174[a] 0.815557[a] 
0.152353[a] 0.720718[a] 0.126939[a] 
0.068166[a] 0.456459[a] 0.475385[a] 
0.166587[a] 0.433547[a] 0.399875[a] 
0.006410[a] 0.102520[a] 0.891080[a] 
0.041604[a] 0.375793[a] 0.582613[a] 
0.765563[a] 0.150397[a] 0.084050[a] 
0.339442[a] 0.301485[a] 0.359083[a] 
0.306627[a] 0.576315[a] 0.117069[a] 
0.494958[a] 0.031062[a] 0.473990[a] 
0.520407[a] 0.148764[a] 0.330840[a] 
0.091511[a] 0.542907[a] 0.365592[a] 
0.061627[a] 0.480198[a] 0.458185[a] 
0.063481[a] 0.035463[a] 0.901066[a] 
0.135531[a] 0.644732[a] 0.219746[a] 
0.109349[a] 0.866465[a] 0.024196[a] 
0.147623[a] 0.471562[a] 0.380825[a] 
0.009476[a] 0.772526[a] 0.218007[a] 
0.026226[a] 0.141502[a] 0.832282[a] 
0.517011[a] 0.236811[a] 0.246188[a] 
0.458031[a] 0.385589[a] 0.156389[a] 
0.963556[a] 0.002721[a] 0.033732[a] 
0.223843[a] 0.063138[a] 0.713029[a] 
0.297966[a] 0.193222[a] 0.508822[a] 
0.290682[a] 0.388914[a] 0.320414[a] 
0.626567[a] 0.110291[a] 0.263151[a] 
0.176187[a] 0.500673[a] 0.323151[a] 
0.445610[a] 0.444635[a] 0.109765[a] 
0.023994[a] 0.397067[a] 0.578948[a] 
0.242751[a] 0.074734[a] 0.682525[a] 
0.038231[a] 0.383276[a] 0.578503[a] 
0.430723[a] 0.494749[a] 0.074538[a] 
0.377975[a] 0.290946[a] 0.331089[a] 
0.247725[a] 0.041952[a] 0.710333[a] 
0.064087[a] 0.250533[a] 0.685390[a] 
0.040900[a] 0.024302[a] 0.934808[a] 
0.375008[a] 0.049940[a] 0.575062[a] 
0.555956[a] 0.325596[a] 0.118457[a] 
0.098706[a] 0.041711[a] 0.859593[a] 
0.068179[a] 0.730376[a] 0.201455[a] 
0.158113[a] 0.541352[a] 0.300545[a] 
0.759489[a] 0.124872[a] 0.115648[a] 
0.354465[a] 0.022972[a] 0.622573[a] 
0.187648[a] 0.648227[a] 0.164135[a] 
0.623833[a] 0.245936[a] 0.130240[a] 
0.587514[a] 0.274188[a] 0.138308[a] 
0.480612[a] 0.073569[a] 0.445829[a] 
0.131519[a] 0.349774[a] 0.518717[a] 
0.112691[a] 0.103778[a] 0.783541[a] 
0.355322[a] 0.264578[a] 0.380110[a] 
0.400070[a] 0.040677[a] 0.559263[a] 
0.430228[a] 0.504415[a] 0.065367[a] 
0.074528[a] 0.500266[a] 0.425216[a] 
0.310564[a] 0.225876[a] 0.463570[a] 
0.437916[a] 0.202829[a] 0.359265[a] 
0.369127[a] 0.480788[a] 0.150095[a] 
0.553214[a] 0.149894[a] 0.296902[a] 
0.315605[a] 0.078571[a] 0.605834[a] 
0.041878[a] 0.353511[a] 0.604622[a] 
0.197645[a] 0.171713[a] 0.630651[a] 
0.044255[a] 0.902309[a] 0.053446[a] 
0.524014[a] 0.431367[a] 0.044629[a] 
0.174306[a] 0.700357[a] 0.125347[a] 
0.031524[a] 0.829920[a] 0.138566[a] 
0.563440[a] 0.048386[a] 0.388185[a] 
0.517505[a] 0.010833[a] 0.471672[a] 
0.228577[a] 0.195497[a] 0.575937[a] 
0.284817[a] 0.455718[a] 0.259476[a] 
0.893220[a] 0.056212[a] 0.050577[a] 
0.075761[a] 0.469742[a] 0.454507[a] 
0.252429[a] 0.369580[a] 0.378001[a] 
0.860472[a] 0.100645[a] 0.038893[a] 
0.231373[a] 0.081204[a] 0.687433[a] 
0.127972[a] 0.708161[a] 0.163877[a] 
0.029917[a] 0.784732[a] 0.185361[a] 
0.787122[a] 0.024052[a] 0.188836[a] 
0.940153[a] 0.021977[a] 0.037881[a] 
0.158912[a] 0.802690[a] 0.038408[a] 
0.330548[a] 0.205529[a] 0.463933[a] 
0.463479[a] 0.205711[a] 0.330820[a] 
0.016354[a] 0.888315[a] 0.095342[a] 
0.312352[a] 0.314555[a] 0.373103[a] 
0.050969[a] 0.476111[a] 0.472929[a] 
0.746766[a] 0.035854[a] 0.217391[a] 
0.167512[a] 0.094634[a] 0.737863[a] 
0.716004[a] 0.258640[a] 0.025367[a] 
0.162984[a] 0.009005[a] 0.828020[a] 
0.207291[a] 0.535470[a] 0.257249[a] 
0.319189[a] 0.079443[a] 0.601378[a] 
0.485459[a] 0.347173[a] 0.167378[a] 
0.437817[a] 0.005346[a] 0.556846[a] 
0.347663[a] 0.133467[a] 0.518880[a] 
0.850257[a] 0.047794[a] 0.101958[a] 
0.249894[a] 0.321881[a] 0.428235[a] 
0.417130[a] 0.077724[a] 0.505156[a] 
0.519842[a] 0.127053[a] 0.353115[a] 
0.478439[a] 0.111476[a] 0.410095[a] 
0.156004[a] 0.602558[a] 0.241448[a] 
0.045073[a] 0.748357[a] 0.206581[a] 
0.556269[a] 0.058562[a] 0.385179[a] 
0.128472[a] 0.662455[a] 0.209083[a] 
0.321384[a] 0.370112[a] 0.308514[a] 
0.115991[a] 0.231866[a] 0.652153[a] 
0.506425[a] 0.373696[a] 0.119889[a] 
0.152789[a] 0.279287[a] 0.567934[a] 
0.419319[a] 0.376460[a] 0.204231[a] 
0.097272[a] 0.896983[a] 0.005755[a] 
0.281587[a] 0.036366[a] 0.682057[a] 
0.652728[a] 0.047810[a] 0.299472[a] 
0.269145[a] 0.319762[a] 0.411103[a] 
0.257251[a] 0.141654[a] 0.601106[a] 
0.443567[a] 0.203394[a] 0.353049[a] 
0.092853[a] 0.315967[a] 0.591189[a] 
0.557117[a] 0.170694[a] 0.272200[a] 
0.485565[a] 0.165621[a] 0.348824[a] 
0.752660[a] 0.238588[a] 0.008763[a] 
0.492006[a] 0.045890[a] 0.462115[a] 
0.032253[a] 0.827225[a] 0.140532[a] 
0.470594[a] 0.258338[a] 0.271078[a] 
0.024853[a] 0.296386[a] 0.678772[a] 
0.009316[a] 0.422289[a] 0.568405[a] 
0.411913[a] 0.508559[a] 0.079539[a] 
0.492618[a] 0.438662[a] 0.068730[a] 
0.302189[a] 0.363645[a] 0.334176[a] 
0.683000[a] 0.300333[a] 0.016677[a] 
0.468734[a] 0.116486[a] 0.414790[a] 
0.441723[a] 0.257036[a] 0.301252[a] 
0.267745[a] 0.089918[a] 0.642348[a] 
0.619924[a] 0.159232[a] 0.220855[a] 
0.658326[a] 0.064628[a] 0.277056[a] 
0.775705[a] 0.133854[a] 0.090452[a] 
0.177857[a] 0.027055[a] 0.795098[a] 
0.817423[a] 0.133595[a] 0.048992[a] 
